palabra,codigo_pais,pais,bandera,significado,emoji,categoria
gordo,PE,Perú,🇵🇪,persona con sobrepeso,🥰,Persona / trato
gordo,BO,Bolivia,🇧🇴,persona con sobrepeso,🥰,Persona / trato
gordo,PY,Paraguay,🇵🇾,persona con sobrepeso,🥰,Persona / trato
gordo,UY,Uruguay,🇺🇾,apodo cariñoso ('gordi'),🥰,Persona / trato
gordo,AR,Argentina,🇦🇷,apodo cariñoso ('gordi'),🥰,Persona / trato
gordo,CL,Chile,🇨🇱,persona con sobrepeso,🥰,Persona / trato
gordo,GQ,Guinea Ecuatorial,🇬🇶,persona con sobrepeso,🥰,Persona / trato
chimba,ES,España,🇪🇸,genial / lo máximo,🔥,Cualidad ⚠️
chimba,MX,México,🇲🇽,genial / lo máximo,🔥,Cualidad ⚠️
chimba,GT,Guatemala,🇬🇹,genial / lo máximo,🔥,Cualidad ⚠️
chimba,SV,El Salvador,🇸🇻,genial / lo máximo,🔥,Cualidad ⚠️
chimba,HN,Honduras,🇭🇳,genial / lo máximo,🔥,Cualidad ⚠️
chimba,NI,Nicaragua,🇳🇮,genial / lo máximo,🔥,Cualidad ⚠️
chimba,CR,Costa Rica,🇨🇷,genial / lo máximo,🔥,Cualidad ⚠️
chimba,PA,Panamá,🇵🇦,genial / lo máximo,🔥,Cualidad ⚠️
chimba,CU,Cuba,🇨🇺,genial / lo máximo,🔥,Cualidad ⚠️
chimba,DO,Rep. Dominicana,🇩🇴,genial / lo máximo,🔥,Cualidad ⚠️
chimba,PR,Puerto Rico,🇵🇷,genial / lo máximo,🔥,Cualidad ⚠️
chimba,CO,Colombia,🇨🇴,genial ('¡qué chimba!'),🔥,Cualidad ⚠️
chimba,VE,Venezuela,🇻🇪,genial / lo máximo,🔥,Cualidad ⚠️
chimba,EC,Ecuador,🇪🇨,genital femenino / negativo ⚠️ (cuidado),🔥,Cualidad ⚠️
chimba,PE,Perú,🇵🇪,genital femenino / negativo ⚠️ (cuidado),🔥,Cualidad ⚠️
chimba,BO,Bolivia,🇧🇴,genial / lo máximo,🔥,Cualidad ⚠️
chimba,PY,Paraguay,🇵🇾,genial / lo máximo,🔥,Cualidad ⚠️
chimba,UY,Uruguay,🇺🇾,genial / lo máximo,🔥,Cualidad ⚠️
chimba,AR,Argentina,🇦🇷,genial / lo máximo,🔥,Cualidad ⚠️
chimba,CL,Chile,🇨🇱,genial / lo máximo,🔥,Cualidad ⚠️
chimba,GQ,Guinea Ecuatorial,🇬🇶,genial / lo máximo,🔥,Cualidad ⚠️
fome,ES,España,🇪🇸,aburrido / sin gracia,🥱,Cualidad
fome,MX,México,🇲🇽,aburrido / sin gracia,🥱,Cualidad
fome,GT,Guatemala,🇬🇹,aburrido / sin gracia,🥱,Cualidad
fome,SV,El Salvador,🇸🇻,aburrido / sin gracia,🥱,Cualidad
fome,HN,Honduras,🇭🇳,aburrido / sin gracia,🥱,Cualidad
fome,NI,Nicaragua,🇳🇮,aburrido / sin gracia,🥱,Cualidad
fome,CR,Costa Rica,🇨🇷,aburrido / sin gracia,🥱,Cualidad
fome,PA,Panamá,🇵🇦,aburrido / sin gracia,🥱,Cualidad
fome,CU,Cuba,🇨🇺,aburrido / sin gracia,🥱,Cualidad
fome,DO,Rep. Dominicana,🇩🇴,aburrido / sin gracia,🥱,Cualidad
fome,PR,Puerto Rico,🇵🇷,aburrido / sin gracia,🥱,Cualidad
fome,CO,Colombia,🇨🇴,aburrido / sin gracia,🥱,Cualidad
fome,VE,Venezuela,🇻🇪,aburrido / sin gracia,🥱,Cualidad
fome,EC,Ecuador,🇪🇨,aburrido / sin gracia,🥱,Cualidad
fome,PE,Perú,🇵🇪,aburrido / sin gracia,🥱,Cualidad
fome,BO,Bolivia,🇧🇴,aburrido / sin gracia,🥱,Cualidad
fome,PY,Paraguay,🇵🇾,aburrido / sin gracia,🥱,Cualidad
fome,UY,Uruguay,🇺🇾,aburrido / sin gracia,🥱,Cualidad
fome,AR,Argentina,🇦🇷,aburrido / sin gracia,🥱,Cualidad
fome,CL,Chile,🇨🇱,aburrido,🥱,Cualidad
fome,GQ,Guinea Ecuatorial,🇬🇶,aburrido / sin gracia,🥱,Cualidad
chafa,ES,España,🇪🇸,de mala calidad / corriente,👎,Cualidad
chafa,MX,México,🇲🇽,de mala calidad,👎,Cualidad
chafa,GT,Guatemala,🇬🇹,de mala calidad / corriente,👎,Cualidad
chafa,SV,El Salvador,🇸🇻,de mala calidad / corriente,👎,Cualidad
chafa,HN,Honduras,🇭🇳,de mala calidad / corriente,👎,Cualidad
chafa,NI,Nicaragua,🇳🇮,de mala calidad / corriente,👎,Cualidad
chafa,CR,Costa Rica,🇨🇷,de mala calidad / corriente,👎,Cualidad
chafa,PA,Panamá,🇵🇦,de mala calidad / corriente,👎,Cualidad
chafa,CU,Cuba,🇨🇺,de mala calidad / corriente,👎,Cualidad
chafa,DO,Rep. Dominicana,🇩🇴,de mala calidad / corriente,👎,Cualidad
chafa,PR,Puerto Rico,🇵🇷,de mala calidad / corriente,👎,Cualidad
chafa,CO,Colombia,🇨🇴,de mala calidad / corriente,👎,Cualidad
chafa,VE,Venezuela,🇻🇪,de mala calidad / corriente,👎,Cualidad
chafa,EC,Ecuador,🇪🇨,de mala calidad / corriente,👎,Cualidad
chafa,PE,Perú,🇵🇪,de mala calidad / corriente,👎,Cualidad
chafa,BO,Bolivia,🇧🇴,de mala calidad / corriente,👎,Cualidad
chafa,PY,Paraguay,🇵🇾,de mala calidad / corriente,👎,Cualidad
chafa,UY,Uruguay,🇺🇾,de mala calidad / corriente,👎,Cualidad
chafa,AR,Argentina,🇦🇷,de mala calidad / corriente,👎,Cualidad
chafa,CL,Chile,🇨🇱,de mala calidad / corriente,👎,Cualidad
chafa,GQ,Guinea Ecuatorial,🇬🇶,de mala calidad / corriente,👎,Cualidad
trucho,ES,España,🇪🇸,falso / pirata,❌,Cualidad
trucho,MX,México,🇲🇽,falso / pirata,❌,Cualidad
trucho,GT,Guatemala,🇬🇹,falso / pirata,❌,Cualidad
trucho,SV,El Salvador,🇸🇻,falso / pirata,❌,Cualidad
trucho,HN,Honduras,🇭🇳,falso / pirata,❌,Cualidad
trucho,NI,Nicaragua,🇳🇮,falso / pirata,❌,Cualidad
trucho,CR,Costa Rica,🇨🇷,falso / pirata,❌,Cualidad
trucho,PA,Panamá,🇵🇦,falso / pirata,❌,Cualidad
trucho,CU,Cuba,🇨🇺,falso / pirata,❌,Cualidad
trucho,DO,Rep. Dominicana,🇩🇴,falso / pirata,❌,Cualidad
trucho,PR,Puerto Rico,🇵🇷,falso / pirata,❌,Cualidad
trucho,CO,Colombia,🇨🇴,falso / pirata,❌,Cualidad
trucho,VE,Venezuela,🇻🇪,falso / pirata,❌,Cualidad
trucho,EC,Ecuador,🇪🇨,falso / pirata,❌,Cualidad
trucho,PE,Perú,🇵🇪,falso / pirata,❌,Cualidad
trucho,BO,Bolivia,🇧🇴,falso / pirata,❌,Cualidad
trucho,PY,Paraguay,🇵🇾,falso / pirata,❌,Cualidad
trucho,UY,Uruguay,🇺🇾,falso / trucho,❌,Cualidad
trucho,AR,Argentina,🇦🇷,falso / trucho,❌,Cualidad
trucho,CL,Chile,🇨🇱,falso / pirata,❌,Cualidad
trucho,GQ,Guinea Ecuatorial,🇬🇶,falso / pirata,❌,Cualidad
antro,ES,España,🇪🇸,lugar de mala muerte / tugurio,🪩,Lugar
antro,MX,México,🇲🇽,discoteca / bar de moda,🪩,Lugar
antro,GT,Guatemala,🇬🇹,discoteca / bar,🪩,Lugar
antro,SV,El Salvador,🇸🇻,discoteca / bar,🪩,Lugar
antro,HN,Honduras,🇭🇳,discoteca / bar,🪩,Lugar
antro,NI,Nicaragua,🇳🇮,discoteca / bar,🪩,Lugar
antro,CR,Costa Rica,🇨🇷,discoteca / bar,🪩,Lugar
antro,PA,Panamá,🇵🇦,discoteca / bar,🪩,Lugar
antro,CU,Cuba,🇨🇺,discoteca / bar,🪩,Lugar
antro,DO,Rep. Dominicana,🇩🇴,discoteca / bar,🪩,Lugar
antro,PR,Puerto Rico,🇵🇷,discoteca / bar,🪩,Lugar
antro,CO,Colombia,🇨🇴,lugar de mala muerte / tugurio,🪩,Lugar
antro,VE,Venezuela,🇻🇪,discoteca / bar,🪩,Lugar
antro,EC,Ecuador,🇪🇨,discoteca / bar,🪩,Lugar
antro,PE,Perú,🇵🇪,discoteca / bar,🪩,Lugar
antro,BO,Bolivia,🇧🇴,discoteca / bar,🪩,Lugar
antro,PY,Paraguay,🇵🇾,discoteca / bar,🪩,Lugar
antro,UY,Uruguay,🇺🇾,discoteca / bar,🪩,Lugar
antro,AR,Argentina,🇦🇷,lugar de mala muerte / tugurio,🪩,Lugar
antro,CL,Chile,🇨🇱,discoteca / bar,🪩,Lugar
antro,GQ,Guinea Ecuatorial,🇬🇶,discoteca / bar,🪩,Lugar
boliche,ES,España,🇪🇸,juego de bolos,🪩🎳,Lugar
boliche,MX,México,🇲🇽,juego de bolos,🪩🎳,Lugar
boliche,GT,Guatemala,🇬🇹,juego de bolos,🪩🎳,Lugar
boliche,SV,El Salvador,🇸🇻,juego de bolos,🪩🎳,Lugar
boliche,HN,Honduras,🇭🇳,juego de bolos,🪩🎳,Lugar
boliche,NI,Nicaragua,🇳🇮,juego de bolos,🪩🎳,Lugar
boliche,CR,Costa Rica,🇨🇷,juego de bolos,🪩🎳,Lugar
boliche,PA,Panamá,🇵🇦,juego de bolos,🪩🎳,Lugar
boliche,CU,Cuba,🇨🇺,juego de bolos,🪩🎳,Lugar
boliche,DO,Rep. Dominicana,🇩🇴,juego de bolos,🪩🎳,Lugar
boliche,PR,Puerto Rico,🇵🇷,juego de bolos,🪩🎳,Lugar
boliche,CO,Colombia,🇨🇴,juego de bolos,🪩🎳,Lugar
boliche,VE,Venezuela,🇻🇪,juego de bolos,🪩🎳,Lugar
boliche,EC,Ecuador,🇪🇨,juego de bolos,🪩🎳,Lugar
boliche,PE,Perú,🇵🇪,juego de bolos,🪩🎳,Lugar
boliche,BO,Bolivia,🇧🇴,juego de bolos,🪩🎳,Lugar
boliche,PY,Paraguay,🇵🇾,juego de bolos,🪩🎳,Lugar
boliche,UY,Uruguay,🇺🇾,tienda pequeña / negocio,🪩🎳,Lugar
boliche,AR,Argentina,🇦🇷,discoteca,🪩🎳,Lugar
boliche,CL,Chile,🇨🇱,juego de bolos,🪩🎳,Lugar
boliche,GQ,Guinea Ecuatorial,🇬🇶,juego de bolos,🪩🎳,Lugar
pavo,ES,España,🇪🇸,euro (jerga) / tonto,🦃,Doble sentido
pavo,MX,México,🇲🇽,'guajolote',🦃,Doble sentido
pavo,GT,Guatemala,🇬🇹,pavo / guajolote,🦃,Doble sentido
pavo,SV,El Salvador,🇸🇻,pavo / guajolote,🦃,Doble sentido
pavo,HN,Honduras,🇭🇳,pavo / guajolote,🦃,Doble sentido
pavo,NI,Nicaragua,🇳🇮,pavo / guajolote,🦃,Doble sentido
pavo,CR,Costa Rica,🇨🇷,pavo / guajolote,🦃,Doble sentido
pavo,PA,Panamá,🇵🇦,pavo / guajolote,🦃,Doble sentido
pavo,CU,Cuba,🇨🇺,pavo / guajolote,🦃,Doble sentido
pavo,DO,Rep. Dominicana,🇩🇴,pavo / guajolote,🦃,Doble sentido
pavo,PR,Puerto Rico,🇵🇷,pavo / guajolote,🦃,Doble sentido
pavo,CO,Colombia,🇨🇴,pavo / guajolote,🦃,Doble sentido
pavo,VE,Venezuela,🇻🇪,persona tímida/ingenua,🦃,Doble sentido
pavo,EC,Ecuador,🇪🇨,pavo / guajolote,🦃,Doble sentido
pavo,PE,Perú,🇵🇪,pavo / guajolote,🦃,Doble sentido
pavo,BO,Bolivia,🇧🇴,pavo / guajolote,🦃,Doble sentido
pavo,PY,Paraguay,🇵🇾,pavo / guajolote,🦃,Doble sentido
pavo,UY,Uruguay,🇺🇾,pavo / guajolote,🦃,Doble sentido
pavo,AR,Argentina,🇦🇷,pavo / guajolote,🦃,Doble sentido
pavo,CL,Chile,🇨🇱,pavo / guajolote,🦃,Doble sentido
pavo,GQ,Guinea Ecuatorial,🇬🇶,pavo / guajolote,🦃,Doble sentido
sandía,ES,España,🇪🇸,'sandía',🍉,Comida
sandía,MX,México,🇲🇽,'sandía',🍉,Comida
sandía,GT,Guatemala,🇬🇹,sandía,🍉,Comida
sandía,SV,El Salvador,🇸🇻,sandía,🍉,Comida
sandía,HN,Honduras,🇭🇳,sandía,🍉,Comida
sandía,NI,Nicaragua,🇳🇮,sandía,🍉,Comida
sandía,CR,Costa Rica,🇨🇷,sandía,🍉,Comida
sandía,PA,Panamá,🇵🇦,sandía,🍉,Comida
sandía,CU,Cuba,🇨🇺,sandía,🍉,Comida
sandía,DO,Rep. Dominicana,🇩🇴,sandía,🍉,Comida
sandía,PR,Puerto Rico,🇵🇷,sandía,🍉,Comida
sandía,CO,Colombia,🇨🇴,'patilla',🍉,Comida
sandía,VE,Venezuela,🇻🇪,'patilla',🍉,Comida
sandía,EC,Ecuador,🇪🇨,'sandía',🍉,Comida
sandía,PE,Perú,🇵🇪,'sandía',🍉,Comida
sandía,BO,Bolivia,🇧🇴,sandía,🍉,Comida
sandía,PY,Paraguay,🇵🇾,sandía,🍉,Comida
sandía,UY,Uruguay,🇺🇾,'sandía',🍉,Comida
sandía,AR,Argentina,🇦🇷,'sandía',🍉,Comida
sandía,CL,Chile,🇨🇱,'sandía',🍉,Comida
sandía,GQ,Guinea Ecuatorial,🇬🇶,sandía,🍉,Comida
maracuyá,ES,España,🇪🇸,'maracuyá',🟡,Comida
maracuyá,MX,México,🇲🇽,'maracuyá',🟡,Comida
maracuyá,GT,Guatemala,🇬🇹,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,SV,El Salvador,🇸🇻,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,HN,Honduras,🇭🇳,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,NI,Nicaragua,🇳🇮,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,CR,Costa Rica,🇨🇷,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,PA,Panamá,🇵🇦,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,CU,Cuba,🇨🇺,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,DO,Rep. Dominicana,🇩🇴,'chinola',🟡,Comida
maracuyá,PR,Puerto Rico,🇵🇷,'parcha',🟡,Comida
maracuyá,CO,Colombia,🇨🇴,'gulupa/curuba' (parientes),🟡,Comida
maracuyá,VE,Venezuela,🇻🇪,'parchita',🟡,Comida
maracuyá,EC,Ecuador,🇪🇨,'maracuyá',🟡,Comida
maracuyá,PE,Perú,🇵🇪,'maracuyá',🟡,Comida
maracuyá,BO,Bolivia,🇧🇴,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,PY,Paraguay,🇵🇾,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,UY,Uruguay,🇺🇾,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,AR,Argentina,🇦🇷,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,CL,Chile,🇨🇱,maracuyá / fruta de la pasión,🟡,Comida
maracuyá,GQ,Guinea Ecuatorial,🇬🇶,maracuyá / fruta de la pasión,🟡,Comida
calabaza,ES,España,🇪🇸,'calabaza',🎃,Comida
calabaza,MX,México,🇲🇽,'calabaza',🎃,Comida
calabaza,GT,Guatemala,🇬🇹,'ayote',🎃,Comida
calabaza,SV,El Salvador,🇸🇻,'ayote',🎃,Comida
calabaza,HN,Honduras,🇭🇳,'ayote',🎃,Comida
calabaza,NI,Nicaragua,🇳🇮,'ayote',🎃,Comida
calabaza,CR,Costa Rica,🇨🇷,'ayote',🎃,Comida
calabaza,PA,Panamá,🇵🇦,'auyama',🎃,Comida
calabaza,CU,Cuba,🇨🇺,calabaza,🎃,Comida
calabaza,DO,Rep. Dominicana,🇩🇴,'auyama',🎃,Comida
calabaza,PR,Puerto Rico,🇵🇷,calabaza,🎃,Comida
calabaza,CO,Colombia,🇨🇴,'auyama',🎃,Comida
calabaza,VE,Venezuela,🇻🇪,'auyama',🎃,Comida
calabaza,EC,Ecuador,🇪🇨,calabaza,🎃,Comida
calabaza,PE,Perú,🇵🇪,'zapallo',🎃,Comida
calabaza,BO,Bolivia,🇧🇴,'zapallo',🎃,Comida
calabaza,PY,Paraguay,🇵🇾,'zapallo',🎃,Comida
calabaza,UY,Uruguay,🇺🇾,'zapallo',🎃,Comida
calabaza,AR,Argentina,🇦🇷,'zapallo',🎃,Comida
calabaza,CL,Chile,🇨🇱,'zapallo',🎃,Comida
calabaza,GQ,Guinea Ecuatorial,🇬🇶,calabaza,🎃,Comida
ají,ES,España,🇪🇸,'pimiento / guindilla',🌶️,Comida
ají,MX,México,🇲🇽,'chile',🌶️,Comida
ají,GT,Guatemala,🇬🇹,'chile',🌶️,Comida
ají,SV,El Salvador,🇸🇻,'chile',🌶️,Comida
ají,HN,Honduras,🇭🇳,'chile',🌶️,Comida
ají,NI,Nicaragua,🇳🇮,ají / chile / pimiento,🌶️,Comida
ají,CR,Costa Rica,🇨🇷,ají / chile / pimiento,🌶️,Comida
ají,PA,Panamá,🇵🇦,ají / chile / pimiento,🌶️,Comida
ají,CU,Cuba,🇨🇺,'ají',🌶️,Comida
ají,DO,Rep. Dominicana,🇩🇴,'ají',🌶️,Comida
ají,PR,Puerto Rico,🇵🇷,'ají',🌶️,Comida
ají,CO,Colombia,🇨🇴,'ají',🌶️,Comida
ají,VE,Venezuela,🇻🇪,'pimentón',🌶️,Comida
ají,EC,Ecuador,🇪🇨,'ají',🌶️,Comida
ají,PE,Perú,🇵🇪,'ají',🌶️,Comida
ají,BO,Bolivia,🇧🇴,'ají',🌶️,Comida
ají,PY,Paraguay,🇵🇾,ají / chile / pimiento,🌶️,Comida
ají,UY,Uruguay,🇺🇾,'morrón' (dulce),🌶️,Comida
ají,AR,Argentina,🇦🇷,'morrón' (dulce),🌶️,Comida
ají,CL,Chile,🇨🇱,'ají',🌶️,Comida
ají,GQ,Guinea Ecuatorial,🇬🇶,ají / chile / pimiento,🌶️,Comida
cacahuate,ES,España,🇪🇸,'cacahuete',🥜,Comida
cacahuate,MX,México,🇲🇽,'cacahuate',🥜,Comida
cacahuate,GT,Guatemala,🇬🇹,cacahuate / maní,🥜,Comida
cacahuate,SV,El Salvador,🇸🇻,cacahuate / maní,🥜,Comida
cacahuate,HN,Honduras,🇭🇳,cacahuate / maní,🥜,Comida
cacahuate,NI,Nicaragua,🇳🇮,cacahuate / maní,🥜,Comida
cacahuate,CR,Costa Rica,🇨🇷,'maní',🥜,Comida
cacahuate,PA,Panamá,🇵🇦,'maní',🥜,Comida
cacahuate,CU,Cuba,🇨🇺,'maní',🥜,Comida
cacahuate,DO,Rep. Dominicana,🇩🇴,'maní',🥜,Comida
cacahuate,PR,Puerto Rico,🇵🇷,'maní',🥜,Comida
cacahuate,CO,Colombia,🇨🇴,'maní',🥜,Comida
cacahuate,VE,Venezuela,🇻🇪,'maní',🥜,Comida
cacahuate,EC,Ecuador,🇪🇨,'maní',🥜,Comida
cacahuate,PE,Perú,🇵🇪,'maní',🥜,Comida
cacahuate,BO,Bolivia,🇧🇴,'maní',🥜,Comida
cacahuate,PY,Paraguay,🇵🇾,cacahuate / maní,🥜,Comida
cacahuate,UY,Uruguay,🇺🇾,'maní',🥜,Comida
cacahuate,AR,Argentina,🇦🇷,'maní',🥜,Comida
cacahuate,CL,Chile,🇨🇱,'maní',🥜,Comida
cacahuate,GQ,Guinea Ecuatorial,🇬🇶,cacahuate / maní,🥜,Comida
camote,ES,España,🇪🇸,'boniato',🍠😍,Doble sentido
camote,MX,México,🇲🇽,enredarse ('hacerse camote'),🍠😍,Doble sentido
camote,GT,Guatemala,🇬🇹,camote / batata / boniato,🍠😍,Doble sentido
camote,SV,El Salvador,🇸🇻,camote / batata / boniato,🍠😍,Doble sentido
camote,HN,Honduras,🇭🇳,camote / batata / boniato,🍠😍,Doble sentido
camote,NI,Nicaragua,🇳🇮,camote / batata / boniato,🍠😍,Doble sentido
camote,CR,Costa Rica,🇨🇷,camote / batata / boniato,🍠😍,Doble sentido
camote,PA,Panamá,🇵🇦,camote / batata / boniato,🍠😍,Doble sentido
camote,CU,Cuba,🇨🇺,'boniato',🍠😍,Doble sentido
camote,DO,Rep. Dominicana,🇩🇴,camote / batata / boniato,🍠😍,Doble sentido
camote,PR,Puerto Rico,🇵🇷,camote / batata / boniato,🍠😍,Doble sentido
camote,CO,Colombia,🇨🇴,camote / batata / boniato,🍠😍,Doble sentido
camote,VE,Venezuela,🇻🇪,camote / batata / boniato,🍠😍,Doble sentido
camote,EC,Ecuador,🇪🇨,camote / batata / boniato,🍠😍,Doble sentido
camote,PE,Perú,🇵🇪,estar enamorado ('tener camote'),🍠😍,Doble sentido
camote,BO,Bolivia,🇧🇴,camote / batata / boniato,🍠😍,Doble sentido
camote,PY,Paraguay,🇵🇾,camote / batata / boniato,🍠😍,Doble sentido
camote,UY,Uruguay,🇺🇾,'batata',🍠😍,Doble sentido
camote,AR,Argentina,🇦🇷,'batata',🍠😍,Doble sentido
camote,CL,Chile,🇨🇱,camote / batata / boniato,🍠😍,Doble sentido
camote,GQ,Guinea Ecuatorial,🇬🇶,camote / batata / boniato,🍠😍,Doble sentido
durazno,ES,España,🇪🇸,'melocotón',🍑,Comida
durazno,MX,México,🇲🇽,'durazno',🍑,Comida
durazno,GT,Guatemala,🇬🇹,durazno / melocotón,🍑,Comida
durazno,SV,El Salvador,🇸🇻,durazno / melocotón,🍑,Comida
durazno,HN,Honduras,🇭🇳,durazno / melocotón,🍑,Comida
durazno,NI,Nicaragua,🇳🇮,durazno / melocotón,🍑,Comida
durazno,CR,Costa Rica,🇨🇷,durazno / melocotón,🍑,Comida
durazno,PA,Panamá,🇵🇦,durazno / melocotón,🍑,Comida
durazno,CU,Cuba,🇨🇺,durazno / melocotón,🍑,Comida
durazno,DO,Rep. Dominicana,🇩🇴,durazno / melocotón,🍑,Comida
durazno,PR,Puerto Rico,🇵🇷,'melocotón',🍑,Comida
durazno,CO,Colombia,🇨🇴,'durazno',🍑,Comida
durazno,VE,Venezuela,🇻🇪,'durazno',🍑,Comida
durazno,EC,Ecuador,🇪🇨,'durazno',🍑,Comida
durazno,PE,Perú,🇵🇪,'durazno',🍑,Comida
durazno,BO,Bolivia,🇧🇴,durazno / melocotón,🍑,Comida
durazno,PY,Paraguay,🇵🇾,durazno / melocotón,🍑,Comida
durazno,UY,Uruguay,🇺🇾,'damasco' (variedad),🍑,Comida
durazno,AR,Argentina,🇦🇷,'damasco' (variedad),🍑,Comida
durazno,CL,Chile,🇨🇱,'damasco' (variedad),🍑,Comida
durazno,GQ,Guinea Ecuatorial,🇬🇶,durazno / melocotón,🍑,Comida
saco,ES,España,🇪🇸,'americana / chaqueta',🧥,Ropa
saco,MX,México,🇲🇽,blazer / chaqueta de vestir,🧥,Ropa
saco,GT,Guatemala,🇬🇹,saco / costal (bolsa),🧥,Ropa
saco,SV,El Salvador,🇸🇻,saco / costal (bolsa),🧥,Ropa
saco,HN,Honduras,🇭🇳,saco / costal (bolsa),🧥,Ropa
saco,NI,Nicaragua,🇳🇮,saco / costal (bolsa),🧥,Ropa
saco,CR,Costa Rica,🇨🇷,saco / costal (bolsa),🧥,Ropa
saco,PA,Panamá,🇵🇦,saco / costal (bolsa),🧥,Ropa
saco,CU,Cuba,🇨🇺,saco / costal (bolsa),🧥,Ropa
saco,DO,Rep. Dominicana,🇩🇴,saco / costal (bolsa),🧥,Ropa
saco,PR,Puerto Rico,🇵🇷,saco / costal (bolsa),🧥,Ropa
saco,CO,Colombia,🇨🇴,blazer / chaqueta de vestir,🧥,Ropa
saco,VE,Venezuela,🇻🇪,blazer / chaqueta de vestir,🧥,Ropa
saco,EC,Ecuador,🇪🇨,blazer / chaqueta de vestir,🧥,Ropa
saco,PE,Perú,🇵🇪,blazer / chaqueta de vestir,🧥,Ropa
saco,BO,Bolivia,🇧🇴,saco / costal (bolsa),🧥,Ropa
saco,PY,Paraguay,🇵🇾,saco / costal (bolsa),🧥,Ropa
saco,UY,Uruguay,🇺🇾,saco / costal (bolsa),🧥,Ropa
saco,AR,Argentina,🇦🇷,blazer / chaqueta de vestir,🧥,Ropa
saco,CL,Chile,🇨🇱,saco / costal (bolsa),🧥,Ropa
saco,GQ,Guinea Ecuatorial,🇬🇶,saco / costal (bolsa),🧥,Ropa
pollera,ES,España,🇪🇸,'falda',👗,Ropa
pollera,MX,México,🇲🇽,'falda',👗,Ropa
pollera,GT,Guatemala,🇬🇹,falda,👗,Ropa
pollera,SV,El Salvador,🇸🇻,falda,👗,Ropa
pollera,HN,Honduras,🇭🇳,falda,👗,Ropa
pollera,NI,Nicaragua,🇳🇮,falda,👗,Ropa
pollera,CR,Costa Rica,🇨🇷,falda,👗,Ropa
pollera,PA,Panamá,🇵🇦,falda,👗,Ropa
pollera,CU,Cuba,🇨🇺,falda,👗,Ropa
pollera,DO,Rep. Dominicana,🇩🇴,falda,👗,Ropa
pollera,PR,Puerto Rico,🇵🇷,falda,👗,Ropa
pollera,CO,Colombia,🇨🇴,'falda',👗,Ropa
pollera,VE,Venezuela,🇻🇪,'falda',👗,Ropa
pollera,EC,Ecuador,🇪🇨,falda,👗,Ropa
pollera,PE,Perú,🇵🇪,'falda',👗,Ropa
pollera,BO,Bolivia,🇧🇴,falda,👗,Ropa
pollera,PY,Paraguay,🇵🇾,falda,👗,Ropa
pollera,UY,Uruguay,🇺🇾,falda,👗,Ropa
pollera,AR,Argentina,🇦🇷,falda,👗,Ropa
pollera,CL,Chile,🇨🇱,'falda',👗,Ropa
pollera,GQ,Guinea Ecuatorial,🇬🇶,falda,👗,Ropa
chompa,ES,España,🇪🇸,suéter / chaqueta,🧥,Ropa
chompa,MX,México,🇲🇽,suéter / chaqueta,🧥,Ropa
chompa,GT,Guatemala,🇬🇹,suéter / chaqueta,🧥,Ropa
chompa,SV,El Salvador,🇸🇻,suéter / chaqueta,🧥,Ropa
chompa,HN,Honduras,🇭🇳,suéter / chaqueta,🧥,Ropa
chompa,NI,Nicaragua,🇳🇮,suéter / chaqueta,🧥,Ropa
chompa,CR,Costa Rica,🇨🇷,suéter / chaqueta,🧥,Ropa
chompa,PA,Panamá,🇵🇦,suéter / chaqueta,🧥,Ropa
chompa,CU,Cuba,🇨🇺,suéter / chaqueta,🧥,Ropa
chompa,DO,Rep. Dominicana,🇩🇴,suéter / chaqueta,🧥,Ropa
chompa,PR,Puerto Rico,🇵🇷,suéter / chaqueta,🧥,Ropa
chompa,CO,Colombia,🇨🇴,suéter / chaqueta,🧥,Ropa
chompa,VE,Venezuela,🇻🇪,suéter / chaqueta,🧥,Ropa
chompa,EC,Ecuador,🇪🇨,suéter / chaqueta,🧥,Ropa
chompa,PE,Perú,🇵🇪,suéter / chaqueta,🧥,Ropa
chompa,BO,Bolivia,🇧🇴,suéter / chaqueta,🧥,Ropa
chompa,PY,Paraguay,🇵🇾,suéter / chaqueta,🧥,Ropa
chompa,UY,Uruguay,🇺🇾,suéter / chaqueta,🧥,Ropa
chompa,AR,Argentina,🇦🇷,'chomba' = polo/remera con cuello,🧥,Ropa
chompa,CL,Chile,🇨🇱,suéter / chaqueta,🧥,Ropa
chompa,GQ,Guinea Ecuatorial,🇬🇶,suéter / chaqueta,🧥,Ropa
zapatillas,ES,España,🇪🇸,'zapatillas',👟,Ropa
zapatillas,MX,México,🇲🇽,'tenis',👟,Ropa
zapatillas,GT,Guatemala,🇬🇹,'tenis',👟,Ropa
zapatillas,SV,El Salvador,🇸🇻,calzado deportivo,👟,Ropa
zapatillas,HN,Honduras,🇭🇳,calzado deportivo,👟,Ropa
